logFC	AveExpr	t	P.Value	adj.P.Val	B
DPYSL3	0.432601184465466	-0.728500951746138	4.91404949092154	7.67944298068913e-06	0.126434349234066	1.29744310091418
ALCAM	0.433949192506231	4.51745938339179	3.96569209704153	0.0002037346101874	0.528164602991401	-0.120894761306532
MED13	0.442715519169298	6.47668887304183	3.83507509901074	0.000312149489928897	0.528164602991401	-0.287024633874387
DOCK11	0.370087443178058	7.24515095541793	3.72712700522147	0.000441753705382025	0.528164602991401	-0.568739038342677
KAT6A	0.394584834307304	7.26320858788193	3.68783633896048	0.000500649849682479	0.528164602991401	-0.658417216391848
PPP4R4	0.505139768732405	-0.491851152545611	3.87951084187538	0.000270186045133685	0.528164602991401	-0.858448327043647
WDR24	-0.344803409440353	4.42682291149333	-3.65299997064113	0.000559086876060521	0.528164602991401	-0.89882557932184
SMAD5	0.407838656693925	4.46208865887189	3.60912604351374	0.000641989863948175	0.528164602991401	-0.914288748483104
ANKRD12	0.366250866174124	6.79939727603646	3.55988810992137	0.000748975021581754	0.528164602991401	-0.917146061761746
SLC16A7	0.918909242844847	1.8968550126371	3.89016340964535	0.000260963375241451	0.528164602991401	-0.993536290103982
ARHGAP5	0.605640133554058	4.62751747804707	3.54663500706666	0.000780553046984859	0.528164602991401	-1.01299258667958
ADAT1	0.390729049343297	4.09102395739052	3.57826618405044	0.000707194041675565	0.528164602991401	-1.04582094364802
FER	0.428703493841965	3.10273669184765	3.67193518914798	0.000526559876654781	0.528164602991401	-1.10203646567177
PAPD5	0.339468114121899	4.85849857881888	3.49854410251393	0.000906117921386749	0.528164602991401	-1.10286368742034
UBQLNL	-0.710174358585446	0.787562267045574	-3.82926886560694	0.000318074680660153	0.528164602991401	-1.10924811050983
ZYG11B	0.390863034926048	4.94298453505877	3.48966332003326	0.000931314433389835	0.528164602991401	-1.11075970501533
ATP13A3	0.506037330400248	5.78113874814406	3.45623095629061	0.00103226917159772	0.528164602991401	-1.13219202598462
APOBEC3D	-0.368693468536911	4.35392750649864	-3.50581190010296	0.000885981319601595	0.528164602991401	-1.22021022690431
XPNPEP2	-0.552411629404834	1.0462121823883	-3.78999247674125	0.000361085651160871	0.528164602991401	-1.24953982898667
VCAN-AS1	0.548371612330335	-0.625658228884454	3.64300333062041	0.000577024680205742	0.528164602991401	-1.27014308498792
SYNGR3	-0.563760257428814	0.891133580803223	-3.74711223499144	0.000414401375178105	0.528164602991401	-1.29164522216068
HIPK3	0.469033509982746	7.34298251676202	3.37273840176264	0.00133167321068116	0.528164602991401	-1.34891253611682
CRELD1	-0.346640991056932	4.93017506371313	-3.38241568701003	0.00129316326816898	0.528164602991401	-1.37978966224303
MKLN1	0.339699837101452	6.33310423581098	3.31530453696988	0.00158350912189978	0.528164602991401	-1.43428848444303
HPSE	0.428203679637332	5.48871985425123	3.30818124833186	0.00161770912141643	0.528164602991401	-1.45920001565903
PDZD8	0.413702920441863	4.88573397981538	3.31931807990844	0.00156454141859579	0.528164602991401	-1.47502285837105
STXBP5	0.493920695202016	5.45013450729199	3.28102150278006	0.00175461206433727	0.528164602991401	-1.51706941107076
UBR3	0.402145334920709	5.27572886877027	3.28503880802844	0.00173369538290629	0.528164602991401	-1.51883637471951
ZNF638	0.205765510105225	6.91641806200619	3.26914409645157	0.00181785421324339	0.528164602991401	-1.54350257640683
SLC25A22	-0.33299593754539	5.13936712553579	-3.29111129157349	0.00170252410956713	0.528164602991401	-1.54490386685181
ZNF707	-0.305825869415247	4.52872728359738	-3.32119271618172	0.00155575574317773	0.528164602991401	-1.55607758055371
PIGM	0.323334680793663	3.71475152156902	3.36501530489825	0.00136318281060633	0.528164602991401	-1.55660406354033
MED1	0.316502394478202	5.8155201626178	3.25571703736565	0.00189193349305319	0.528164602991401	-1.56138698226199
SYMPK	-0.251089221851062	6.85796591768548	-3.25425761376576	0.0019001545843037	0.528164602991401	-1.56678410882512
TRIP11	0.345815032304148	5.13628573016419	3.26373324104158	0.00184737171767391	0.528164602991401	-1.57351335704383
TRIM23	0.404945894675868	4.27662463886439	3.29603954136841	0.00167761592678872	0.528164602991401	-1.59052975077135
MID2	0.647444296711588	1.2468640714789	3.6274348780013	0.000606059328501309	0.528164602991401	-1.60400410528143
C9orf96	-0.547503716695333	0.174872790343854	-3.46882667492138	0.00099307144581513	0.528164602991401	-1.63586424882301
ZNF292	0.432580361721687	5.86378939134919	3.20633250735709	0.00218958691538262	0.528164602991401	-1.66371036388502
RGPD8	0.614382563578361	0.447248641007895	3.54556426559849	0.000783158904946814	0.528164602991401	-1.66543811124061
TSPAN17	-0.270844835786193	5.40273496118273	-3.21458811179576	0.0021369392994955	0.528164602991401	-1.6782094470075
LONRF3	0.478348523420971	2.5386937277358	3.42727039878162	0.00112803792949638	0.528164602991401	-1.70198799315306
PTBP3	0.318293714035007	7.80463863593171	3.20987645433771	0.00216683877757806	0.528164602991401	-1.70431260675795
SMG1P1	0.469228020815196	-0.574411234443157	3.39970025224269	0.00122699072019172	0.528164602991401	-1.71345360908317
ZMYM2	0.295226692350131	6.41324927429427	3.18005532894847	0.00236539505162043	0.528164602991401	-1.71888298507709
THOC6	-0.340262292458429	5.07736663329859	-3.20539930103265	0.00219561429086078	0.528164602991401	-1.72575742814792
ITCH	0.32911352571141	6.50076962583906	3.1774562420539	0.00238348703620442	0.528164602991401	-1.72600977522937
PHIP	0.888175640931257	3.94445768461755	3.21655015593145	0.00212460326976485	0.528164602991401	-1.76510185428568
